Rank,Club,Country,Level,Elo,From,To
None,Fenerbahce,TUR,1,1358.30944824,1966-10-10,1966-10-23
None,Fenerbahce,TUR,1,1361.25390625,1966-10-24,1966-10-29
None,Fenerbahce,TUR,1,1364.78503418,1966-10-30,1966-11-06
None,Fenerbahce,TUR,1,1368.05834961,1966-11-07,1966-11-13
None,Fenerbahce,TUR,1,1353.67858887,1966-11-14,1966-11-20
None,Fenerbahce,TUR,1,1349.40234375,1966-11-21,1966-11-27
None,Fenerbahce,TUR,1,1354.9206543,1966-11-28,1966-12-04
None,Fenerbahce,TUR,1,1359.3112793,1966-12-05,1966-12-11
None,Fenerbahce,TUR,1,1356.60131836,1966-12-12,1966-12-18
None,Fenerbahce,TUR,1,1363.50073242,1966-12-19,1966-12-25
None,Fenerbahce,TUR,1,1365.52905273,1966-12-26,1967-01-01
None,Fenerbahce,TUR,1,1377.7911377,1967-01-02,1967-01-15
None,Fenerbahce,TUR,1,1365.89135742,1967-01-16,1967-02-05
None,Fenerbahce,TUR,1,1358.71228027,1967-02-06,1967-02-12
None,Fenerbahce,TUR,1,1347.69836426,1967-02-13,1967-02-18
None,Fenerbahce,TUR,1,1350.96313477,1967-02-19,1967-02-26
None,Fenerbahce,TUR,1,1348.21899414,1967-02-27,1967-03-04
None,Fenerbahce,TUR,1,1351.20544434,1967-03-05,1967-03-12
None,Fenerbahce,TUR,1,1348.91442871,1967-03-13,1967-03-19
None,Fenerbahce,TUR,1,1358.69665527,1967-03-20,1967-03-26
None,Fenerbahce,TUR,1,1356.24780273,1967-03-27,1967-04-02
None,Fenerbahce,TUR,1,1371.18505859,1967-04-03,1967-04-08
None,Fenerbahce,TUR,1,1373.07653809,1967-04-09,1967-04-16
None,Fenerbahce,TUR,1,1363.15686035,1967-04-17,1967-04-22
None,Fenerbahce,TUR,1,1362.0456543,1967-04-23,1967-04-29
None,Fenerbahce,TUR,1,1355.30041504,1967-04-30,1967-05-07
None,Fenerbahce,TUR,1,1358.84472656,1967-05-08,1967-05-20
None,Fenerbahce,TUR,1,1343.99060059,1967-05-21,1967-06-25
None,Fenerbahce,TUR,1,1343.16467285,1967-06-26,1967-09-10
None,Fenerbahce,TUR,1,1348.19030762,1967-09-11,1967-09-13
None,Fenerbahce,TUR,1,1341.75866699,1967-09-14,1967-09-16
None,Fenerbahce,TUR,1,1335.64648438,1967-09-17,1967-09-19
None,Fenerbahce,TUR,1,1331.34448242,1967-09-20,1967-09-20
None,Fenerbahce,TUR,1,1329.78466797,1967-09-21,1967-09-24
None,Fenerbahce,TUR,1,1311.83630371,1967-09-25,1967-09-30
None,Fenerbahce,TUR,1,1315.50598145,1967-10-01,1967-10-08
None,Fenerbahce,TUR,1,1330.61889648,1967-10-09,1967-10-11
None,Fenerbahce,TUR,1,1331.12890625,1967-10-12,1967-10-15
None,Fenerbahce,TUR,1,1329.88891602,1967-10-16,1967-10-21
None,Fenerbahce,TUR,1,1333.30187988,1967-10-22,1967-10-29
None,Fenerbahce,TUR,1,1333.24743652,1967-10-30,1967-11-05
None,Fenerbahce,TUR,1,1335.97973633,1967-11-06,1967-11-19
None,Fenerbahce,TUR,1,1343.16137695,1967-11-20,1967-12-03
None,Fenerbahce,TUR,1,1348.4543457,1967-12-04,1967-12-10
None,Fenerbahce,TUR,1,1355.2322998,1967-12-11,1967-12-17
None,Fenerbahce,TUR,1,1348.17211914,1967-12-18,1967-12-24
None,Fenerbahce,TUR,1,1345.93920898,1967-12-25,1967-12-31
None,Fenerbahce,TUR,1,1348.43444824,1968-01-01,1968-01-07
None,Fenerbahce,TUR,1,1345.48193359,1968-01-08,1968-02-03
None,Fenerbahce,TUR,1,1351.32629395,1968-02-04,1968-02-11
None,Fenerbahce,TUR,1,1348.01953125,1968-02-12,1968-02-18
None,Fenerbahce,TUR,1,1353.23583984,1968-02-19,1968-02-25
None,Fenerbahce,TUR,1,1361.01940918,1968-02-26,1968-03-03
None,Fenerbahce,TUR,1,1369.50085449,1968-03-04,1968-03-09
None,Fenerbahce,TUR,1,1372.42700195,1968-03-10,1968-03-17
None,Fenerbahce,TUR,1,1370.29760742,1968-03-18,1968-03-24
None,Fenerbahce,TUR,1,1364.3918457,1968-03-25,1968-03-31
None,Fenerbahce,TUR,1,1371.35961914,1968-04-01,1968-04-14
None,Fenerbahce,TUR,1,1376.13635254,1968-04-15,1968-04-21
None,Fenerbahce,TUR,1,1367.15234375,1968-04-22,1968-04-28
None,Fenerbahce,TUR,1,1369.80810547,1968-04-29,1968-05-05
None,Fenerbahce,TUR,1,1379.38122559,1968-05-06,1968-05-12
None,Fenerbahce,TUR,1,1381.48339844,1968-05-13,1968-05-19
None,Fenerbahce,TUR,1,1387.23132324,1968-05-20,1968-05-25
None,Fenerbahce,TUR,1,1379.86584473,1968-05-26,1968-09-18
None,Fenerbahce,TUR,1,1395.80456543,1968-09-19,1968-09-22
None,Fenerbahce,TUR,1,1389.36743164,1968-09-23,1968-09-25
None,Fenerbahce,TUR,1,1379.18664551,1968-09-26,1968-09-28
None,Fenerbahce,TUR,1,1385.56506348,1968-09-29,1968-10-02
None,Fenerbahce,TUR,1,1415.97607422,1968-10-03,1968-10-06
None,Fenerbahce,TUR,1,1413.06652832,1968-10-07,1968-10-13
None,Fenerbahce,TUR,1,1410.96142578,1968-10-14,1968-10-28
None,Fenerbahce,TUR,1,1384.32250977,1968-10-29,1968-11-03
None,Fenerbahce,TUR,1,1375.47180176,1968-11-04,1968-11-13
None,Fenerbahce,TUR,1,1373.16821289,1968-11-14,1968-11-17
None,Fenerbahce,TUR,1,1375.08666992,1968-11-18,1968-11-28
None,Fenerbahce,TUR,1,1371.77429199,1968-11-29,1968-12-01
None,Fenerbahce,TUR,1,1357.65905762,1968-12-02,1968-12-15
None,Fenerbahce,TUR,1,1368.82751465,1968-12-16,1968-12-22
None,Fenerbahce,TUR,1,1371.65515137,1968-12-23,1968-12-29
None,Fenerbahce,TUR,1,1370.79150391,1968-12-30,1969-01-04
None,Fenerbahce,TUR,1,1372.8059082,1969-01-05,1969-01-12
None,Fenerbahce,TUR,1,1379.84204102,1969-01-13,1969-01-26
