Rank,Club,Country,Level,Elo,From,To
None,Basel,SUI,1,1338.43823242,1947-11-24,1947-11-30
None,Basel,SUI,1,1330.02307129,1947-12-01,1947-12-14
None,Basel,SUI,1,1343.44128418,1947-12-15,1947-12-21
None,Basel,SUI,1,1342.59777832,1947-12-22,1948-02-22
None,Basel,SUI,1,1350.61376953,1948-02-23,1948-03-01
None,Basel,SUI,1,1345.5513916,1948-03-02,1948-03-14
None,Basel,SUI,1,1352.91369629,1948-03-15,1948-03-21
None,Basel,SUI,1,1377.56396484,1948-03-22,1948-04-04
None,Basel,SUI,1,1366.13806152,1948-04-05,1948-04-11
None,Basel,SUI,1,1387.57727051,1948-04-12,1948-04-19
None,Basel,SUI,1,1365.57727051,1948-04-20,1948-04-25
None,Basel,SUI,1,1366.25549316,1948-04-26,1948-05-02
None,Basel,SUI,1,1359.13269043,1948-05-03,1948-05-09
None,Basel,SUI,1,1354.95300293,1948-05-10,1948-05-22
None,Basel,SUI,1,1352.95300293,1948-05-23,1948-05-23
None,Basel,SUI,1,1358.13562012,1948-05-24,1948-05-30
None,Basel,SUI,1,1361.66015625,1948-05-31,1948-06-06
None,Basel,SUI,1,1366.54003906,1948-06-07,1948-06-13
None,Basel,SUI,1,1369.76196289,1948-06-14,1948-06-27
None,Basel,SUI,1,1371.76196289,1948-06-28,1948-08-29
None,Basel,SUI,1,1368.77770996,1948-08-30,1948-09-05
None,Basel,SUI,1,1373.25366211,1948-09-06,1948-09-12
None,Basel,SUI,1,1375.64660645,1948-09-13,1948-09-26
None,Basel,SUI,1,1371.89221191,1948-09-27,1948-10-03
None,Basel,SUI,1,1382.95605469,1948-10-04,1948-10-17
None,Basel,SUI,1,1378.38342285,1948-10-18,1948-10-24
None,Basel,SUI,1,1386.25305176,1948-10-25,1948-10-31
None,Basel,SUI,1,1395.88049316,1948-11-01,1948-11-07
None,Basel,SUI,1,1401.67224121,1948-11-08,1948-11-21
None,Basel,SUI,1,1403.73400879,1948-11-22,1948-11-28
None,Basel,SUI,1,1398.05444336,1948-11-29,1948-12-04
None,Basel,SUI,1,1388.05444336,1948-12-05,1948-12-12
None,Basel,SUI,1,1380.34533691,1948-12-13,1948-12-19
None,Basel,SUI,1,1387.11657715,1948-12-20,1949-02-20
None,Basel,SUI,1,1386.11096191,1949-02-21,1949-03-06
None,Basel,SUI,1,1393.88110352,1949-03-07,1949-03-13
None,Basel,SUI,1,1400.41027832,1949-03-14,1949-03-20
None,Basel,SUI,1,1411.18920898,1949-03-21,1949-04-04
None,Basel,SUI,1,1399.18920898,1949-04-05,1949-04-10
None,Basel,SUI,1,1390.02429199,1949-04-11,1949-04-24
None,Basel,SUI,1,1380.84973145,1949-04-25,1949-05-08
None,Basel,SUI,1,1394.05847168,1949-05-09,1949-05-11
None,Basel,SUI,1,1390.35949707,1949-05-12,1949-05-15
None,Basel,SUI,1,1395.50036621,1949-05-16,1949-05-22
None,Basel,SUI,1,1402.92565918,1949-05-23,1949-05-29
None,Basel,SUI,1,1415.27856445,1949-05-30,1949-06-05
None,Basel,SUI,1,1420.27856445,1949-06-06,1949-06-12
None,Basel,SUI,1,1422.1953125,1949-06-13,1949-06-19
None,Basel,SUI,1,1424.22314453,1949-06-20,1949-08-28
None,Basel,SUI,1,1430.5736084,1949-08-29,1949-09-04
None,Basel,SUI,1,1432.18457031,1949-09-05,1949-09-11
None,Basel,SUI,1,1437.52075195,1949-09-12,1949-09-25
None,Basel,SUI,1,1448.42138672,1949-09-26,1949-10-09
None,Basel,SUI,1,1454.94494629,1949-10-10,1949-10-16
None,Basel,SUI,1,1465.11877441,1949-10-17,1949-10-23
None,Basel,SUI,1,1467.37231445,1949-10-24,1949-11-06
None,Basel,SUI,1,1461.80090332,1949-11-07,1949-11-13
None,Basel,SUI,1,1448.58752441,1949-11-14,1949-11-20
None,Basel,SUI,1,1451.29223633,1949-11-21,1949-12-04
None,Basel,SUI,1,1453.34924316,1949-12-05,1949-12-11
None,Basel,SUI,1,1457.5135498,1949-12-12,1949-12-18
None,Basel,SUI,1,1448.55566406,1949-12-19,1950-01-15
None,Basel,SUI,1,1440.15124512,1950-01-16,1950-02-26
None,Basel,SUI,1,1435.79443359,1950-02-27,1950-03-12
None,Basel,SUI,1,1442.65319824,1950-03-13,1950-03-20
None,Basel,SUI,1,1443.65319824,1950-03-21,1950-03-26
None,Basel,SUI,1,1447.20361328,1950-03-27,1950-04-02
None,Basel,SUI,1,1429.4666748,1950-04-03,1950-04-16
None,Basel,SUI,1,1434.84240723,1950-04-17,1950-04-23
None,Basel,SUI,1,1416.89465332,1950-04-24,1950-04-27
None,Basel,SUI,1,1411.89465332,1950-04-28,1950-04-30
None,Basel,SUI,1,1413.46240234,1950-05-01,1950-05-07
None,Basel,SUI,1,1417.42297363,1950-05-08,1950-05-14
None,Basel,SUI,1,1427.11645508,1950-05-15,1950-05-21
None,Basel,SUI,1,1432.34387207,1950-05-22,1950-05-29
None,Basel,SUI,1,1424.98010254,1950-05-30,1950-06-04
None,Basel,SUI,1,1407.81530762,1950-06-05,1950-09-03
None,Basel,SUI,1,1409.3840332,1950-09-04,1950-09-10
None,Basel,SUI,1,1415.04150391,1950-09-11,1950-09-24
None,Basel,SUI,1,1418.93896484,1950-09-25,1950-10-01
None,Basel,SUI,1,1427.14465332,1950-10-02,1950-10-08
None,Basel,SUI,1,1420.61462402,1950-10-09,1950-10-22
None,Basel,SUI,1,1417.06213379,1950-10-23,1950-11-05
None,Basel,SUI,1,1399.30541992,1950-11-06,1950-11-13
None,Basel,SUI,1,1441.30541992,1950-11-14,1950-11-19
None,Basel,SUI,1,1450.51330566,1950-11-20,1950-11-25
None,Basel,SUI,1,1446.51330566,1950-11-26,1950-12-10
None,Basel,SUI,1,1440.3614502,1950-12-11,1950-12-17
None,Basel,SUI,1,1447.99926758,1950-12-18,1951-01-01
None,Basel,SUI,1,1454.20629883,1951-01-02,1951-01-28
None,Basel,SUI,1,1438.47827148,1951-01-29,1951-02-24
None,Basel,SUI,1,1431.47827148,1951-02-25,1951-03-04
None,Basel,SUI,1,1428.27539062,1951-03-05,1951-03-11
None,Basel,SUI,1,1441.80871582,1951-03-12,1951-03-18
None,Basel,SUI,1,1449.49865723,1951-03-19,1951-03-26
None,Basel,SUI,1,1443.52502441,1951-03-27,1951-04-08
None,Basel,SUI,1,1452.89025879,1951-04-09,1951-04-16
None,Basel,SUI,1,1444.89025879,1951-04-17,1951-04-22
None,Basel,SUI,1,1439.00158691,1951-04-23,1951-04-29
None,Basel,SUI,1,1442.1706543,1951-04-30,1951-05-06
None,Basel,SUI,1,1427.7845459,1951-05-07,1951-05-20
